date,pnl,cum_pnl
2025-06-08 21:00:00,0.0136,0.0136
2025-06-13 06:00:00,0.0024285930295482715,0.01602859302954827
2025-06-15 21:00:00,0.0136,0.02962859302954827
2025-06-16 07:00:00,0.0136,0.04322859302954827
2025-06-16 14:00:00,-0.0114,0.03182859302954827
2025-06-16 16:00:00,-0.0114,0.02042859302954827
2025-06-16 17:00:00,-0.0114,0.009028593029548268
2025-06-19 18:00:00,0.0136,0.02262859302954827
2025-06-19 19:00:00,0.0136,0.03622859302954827
2025-06-19 20:00:00,0.0136,0.04982859302954827
2025-06-23 01:00:00,-0.0114,0.03842859302954827
2025-06-23 04:00:00,-0.0114,0.02702859302954827
2025-06-25 13:00:00,-0.0114,0.01562859302954827
2025-06-29 00:00:00,0.010117835809174738,0.02574642883872301
2025-06-29 03:00:00,0.01065998128173311,0.03640641012045612
2025-06-29 11:00:00,-0.0114,0.025006410120456117
2025-07-02 13:00:00,0.0136,0.03860641012045612
2025-07-06 16:00:00,-0.009484097914951065,0.029122312205505055
2025-07-06 21:00:00,-0.0114,0.017722312205505054
2025-07-06 22:00:00,-0.0114,0.006322312205505054
2025-07-06 23:00:00,-0.0114,-0.005077687794494946
2025-07-13 04:00:00,0.0136,0.008522312205505053
2025-07-13 12:00:00,0.0136,0.022122312205505052
2025-07-13 13:00:00,0.0136,0.03572231220550505
2025-07-13 14:00:00,0.0136,0.04932231220550505
2025-07-13 15:00:00,0.0136,0.06292231220550505
2025-07-13 18:00:00,0.0136,0.07652231220550505
2025-07-13 23:00:00,0.0136,0.09012231220550505
2025-07-14 00:00:00,0.0136,0.10372231220550505
2025-07-14 01:00:00,0.0136,0.11732231220550506
2025-07-14 02:00:00,0.0136,0.13092231220550504
2025-07-15 23:00:00,0.0136,0.14452231220550504
2025-07-16 00:00:00,0.0136,0.15812231220550504
2025-07-16 01:00:00,0.0136,0.17172231220550505
2025-07-16 02:00:00,0.0136,0.18532231220550505
2025-07-20 00:00:00,-0.0114,0.17392231220550505
2025-07-20 01:00:00,-0.0114,0.16252231220550506
2025-07-20 02:00:00,-0.0114,0.15112231220550507
2025-07-20 04:00:00,-0.0114,0.13972231220550507
2025-07-20 05:00:00,-0.0114,0.12832231220550508
2025-07-20 07:00:00,-0.0114,0.11692231220550509
2025-07-20 08:00:00,-0.0114,0.10552231220550509
2025-08-03 15:00:00,0.006207468857675751,0.11172978106318085
2025-08-03 18:00:00,0.0036466688348703556,0.11537644989805121
2025-08-03 19:00:00,0.00266278575551949,0.1180392356535707
2025-08-03 20:00:00,0.0019925643247028337,0.12003179997827354
2025-08-03 21:00:00,0.004503938700125017,0.12453573867839855
2025-08-06 15:00:00,-0.0114,0.11313573867839855
2025-08-06 16:00:00,0.008386551129051407,0.12152228980744995
2025-08-06 17:00:00,-0.0114,0.11012228980744995
2025-08-06 18:00:00,-0.0114,0.09872228980744996
2025-08-07 17:00:00,0.00029356614803998813,0.09901585595548995
2025-08-10 14:00:00,0.0136,0.11261585595548995
2025-08-17 11:00:00,-0.0114,0.10121585595548996
2025-08-17 13:00:00,-0.0114,0.08981585595548996
